word,image_url,description,examples,level,is_favorite,needs_review,last_seen,created_at,video_url,category
Shirt,,Pinch shirt material,This shirt is comfortable.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051639,2025-07-02T14:53:25.051641,https://drive.google.com/file/d/1Wui8SeoeGXRw2uZXUjiXCord_190-wiO/view?usp=sharing,BASIC
Pants,,Brush hands down legs,These pants are too tight.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051644,2025-07-02T14:53:25.051646,https://drive.google.com/file/d/1k5axAQiZ9T11nkcUdP-V1TmXNKXTqsXG/view?usp=sharing,BASIC
Hat,,Pat top of head,I lost my hat.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051649,2025-07-02T14:53:25.051651,https://drive.google.com/file/d/1xeecwtnEzTBKLJxsWjIRYog72K8LLdua/view?usp=sharing,BASIC
Watch,,Tap wrist where watch would be,My watch is broken.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051655,2025-07-02T14:53:25.051657,https://drive.google.com/file/d/1Wqh1E3ArW0hy73EKEXWwWqCTMn9HrXKJ/view?usp=sharing,BASIC
Time,,"Tap wrist, then point to clock",What time is it?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051660,2025-07-02T14:53:25.051662,https://drive.google.com/file/d/1EdTfuyEnoEey8ylOKrh4OgTnSLYLHDs-/view?usp=sharing,BASIC
Clock,,"Make circle, then point to numbers",The clock is fast.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051665,2025-07-02T14:53:25.051668,https://drive.google.com/file/d/1soNuMc-5dIqK1YuAKvLX6EBxPV50kiO-/view?usp=sharing,BASIC
Calendar,,Flat hand moves down in grid pattern,Check the calendar.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051671,2025-07-02T14:53:25.051673,https://drive.google.com/file/d/1097383J-KXLEms4cfxrlp6jopn6ciYan/view?usp=sharing,BASIC
Number,,Touch fingertips then twist,What's your phone number?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051676,2025-07-02T14:53:25.051678,https://drive.google.com/file/d/1qUHmqV-61LqQaneel7wrxVLvcCZre4l1/view?usp=sharing,BASIC
One,,Hold up index finger,I have one brother.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051682,2025-07-02T14:53:25.051684,https://drive.google.com/file/d/1F4Cs6CNNcG-0B_xY7RSoI4cZ8BoV-uDH/view?usp=sharing,BASIC
Two,,Hold up two fingers,I need two apples.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051687,2025-07-02T14:53:25.051689,https://drive.google.com/file/d/1wCANekFkq6MhEflEjmybAiub_8359t03/view?usp=sharing,BASIC
Three,,Hold up three fingers,Three people are coming.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051692,2025-07-02T14:53:25.051694,https://drive.google.com/file/d/1wyZ90QGVsF6H-zR8aSE3L3MMXsgzt8_v/view?usp=sharing,BASIC
Four,,Hold up four fingers,The meeting is at four.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051697,2025-07-02T14:53:25.051699,https://drive.google.com/file/d/1T3M-iZwLVhAvYSv4GRJ1x6tGlfpoPq10/view?usp=sharing,BASIC
Five,,Hold up all five fingers,I have five books.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051702,2025-07-02T14:53:25.051704,,BASIC
Six,,Hold up six fingers,Six students are absent.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051707,2025-07-02T14:53:25.051709,https://drive.google.com/file/d/1QxJwRp6LWOpl_HDbY3swc5iNGAaTdD9V/view?usp=sharing,BASIC
Seven,,Hold up seven fingers,Seven days in a week.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051713,2025-07-02T14:53:25.051715,https://drive.google.com/file/d/1XMTQFsbAeYwRAkoCUlDpZYzfAtyWzt8_/view?usp=sharing,BASIC
Eight,,Hold up eight fingers,Eight o'clock is dinner time.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051719,2025-07-02T14:53:25.051721,,BASIC
Nine,,Hold up nine fingers,Nine players on the team.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051724,2025-07-02T14:53:25.051726,,BASIC
Ten,,Hold up ten fingers,Ten minutes left.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051730,2025-07-02T14:53:25.051732,https://drive.google.com/file/d/1uhjVnBaDlmBgTKZaOhhlEx3ZQtrOVstc/view?usp=sharing,BASIC
Twenty,,Make '2' then '0' handshape,I'm twenty years old.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051735,2025-07-02T14:53:25.051737,,BASIC
Thirty,,Make '3' then '0' handshape,Thirty people attended.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051740,2025-07-02T14:53:25.051743,,BASIC
Hundred,,Make '1' then 'C' handshape,One hundred dollars.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051746,2025-07-02T14:53:25.051748,https://drive.google.com/file/d/1D3RLckLaPEgR07ptbX7x-SSrj-bXaAKg/view?usp=sharing,BASIC
Thousand,,Touch fingertips to palm,A thousand people came.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051751,2025-07-02T14:53:25.051753,https://drive.google.com/file/d/1y4cHfdsjUm0O_r-XsYbHf79Wv3WJ4ZBF/view?usp=sharing,BASIC
Who,,Point index finger to mouth,Who is coming today?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051756,2025-07-02T14:53:25.051759,https://drive.google.com/file/d/1QRMdzS73wigsACygP2TeIjERItrwhlTh/view?usp=sharing,BASIC
What,,Shake index finger side to side,What do you want?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051762,2025-07-02T14:53:25.051764,https://drive.google.com/file/d/1J3bOIcVbDBk8uunzoxzj45RJoRKlPSgk/view?usp=sharing,BASIC
Where,,Point index finger and shake it,Where are you going?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051767,2025-07-02T14:53:25.051769,https://drive.google.com/file/d/1jHCB67DlteEIUI8dDKx6f1z7RyhW3ww4/view?usp=sharing,BASIC
When,,Circle index finger around other index finger,When will you arrive?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051772,2025-07-02T14:53:25.051774,https://drive.google.com/file/d/1A9vK22ovF7VDFpunwL3tYJTJGZiViqt-/view?usp=sharing,BASIC
Why,,Touch forehead then make 'Y' handshape,Why are you late?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051777,2025-07-02T14:53:25.051779,https://drive.google.com/file/d/1qMRzgWp0nTnf1kTIvbWIGr9si7vAK2X-/view?usp=sharing,BASIC
How,,Roll hands over each other,How are you feeling?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051782,2025-07-02T14:53:25.051784,https://drive.google.com/file/d/19mUfBvzHjlX9JY1JeY9zCoYhTWHcac6w/view?usp=sharing,BASIC
Name,,Tap two fingers on other two fingers,What's your name?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051787,2025-07-02T14:53:25.051789,https://drive.google.com/file/d/1PzHX8bKqlFFnwAP9F7mEF1kYLM1Zo_XI/view?usp=sharing,BASIC
Age,,Touch chin then move hand forward,What's your age?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051792,2025-07-02T14:53:25.051795,https://drive.google.com/file/d/1L7ZaO9EUzljY0HNdhznIR15SYgwro2RR/view?usp=sharing,BASIC
Birthday,,Sign 'birth' then 'day',Today is my birthday.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051800,2025-07-02T14:53:25.051804,https://drive.google.com/file/d/1Aa7yNub0VCvqey1D_Pu4tS1ip9Gi1pHu/view?usp=sharing,BASIC
Today is,,Sign 'today' then point forward,Today is Monday.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051810,2025-07-02T14:53:25.051813,,BASIC
I am,,Point to self then sign 'am',I am a teacher.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051819,2025-07-02T14:53:25.051822,,BASIC
Can,,Gesture representing 'Can' in ISL,Use the sign for 'Can' in a sentence like: 'I want to can.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051828,2025-07-02T14:53:25.051831,https://drive.google.com/file/d/1n0pWw-rYPnnB6lvZ43oUa2xk861U14Li/view?usp=sharing,BASIC
Cannot,,Gesture representing 'Cannot' in ISL,Use the sign for 'Cannot' in a sentence like: 'I want to cannot.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051837,2025-07-02T14:53:25.051840,,BASIC
Need,,Gesture representing 'Need' in ISL,Use the sign for 'Need' in a sentence like: 'I want to need.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051846,2025-07-02T14:53:25.051849,https://drive.google.com/file/d/1l5kMzojxzlvtZmAFKvdeN-K9v44BIwPV/view?usp=sharing,BASIC
Want,,Gesture representing 'Want' in ISL,Use the sign for 'Want' in a sentence like: 'I want to want.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051855,2025-07-02T14:53:25.051858,https://drive.google.com/file/d/18mkj8JlL3TDlkBnIZtfeksRDSCa1jBSr/view?usp=sharing,BASIC
More,,Gesture representing 'More' in ISL,Use the sign for 'More' in a sentence like: 'I want to more.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051861,2025-07-02T14:53:25.051863,https://drive.google.com/file/d/1tqW0Bxi_-86I6V7F0yrOjwGGAqMeVYII/view?usp=sharing,BASIC
Less,,Gesture representing 'Less' in ISL,Use the sign for 'Less' in a sentence like: 'I want to less.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051866,2025-07-02T14:53:25.051868,https://drive.google.com/file/d/1Ndojen2d7VdVQftGzDnYBPSLsdB19PCj/view?usp=sharing,BASIC
Enough,,Gesture representing 'Enough' in ISL,Use the sign for 'Enough' in a sentence like: 'I want to enough.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051871,2025-07-02T14:53:25.051873,https://drive.google.com/file/d/1T_84lQe-YLrbAu_LOEUqMEvRmsSOLU72/view?usp=sharing,BASIC
All,,Gesture representing 'All' in ISL,Use the sign for 'All' in a sentence like: 'I want to all.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051876,2025-07-02T14:53:25.051878,https://drive.google.com/file/d/1IxXgWgOzeTw0hz_TDwkGjWnCwZoC_9_T/view?usp=sharing,BASIC
Some,,Gesture representing 'Some' in ISL,Use the sign for 'Some' in a sentence like: 'I want to some.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051881,2025-07-02T14:53:25.051883,https://drive.google.com/file/d/1O6RAQBAZWDR5QiF-WgfuKTztVA7naV9r/view?usp=sharing,BASIC
None,,Gesture representing 'None' in ISL,Use the sign for 'None' in a sentence like: 'I want to none.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051886,2025-07-02T14:53:25.051888,,BASIC
Each,,Gesture representing 'Each' in ISL,Use the sign for 'Each' in a sentence like: 'I want to each.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051891,2025-07-02T14:53:25.051893,https://drive.google.com/file/d/1EhNR9F44UWHJ2DUP6aQuVLlQpmCe-JPB/view?usp=sharing,BASIC
Every,,Gesture representing 'Every' in ISL,Use the sign for 'Every' in a sentence like: 'I want to every.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051897,2025-07-02T14:53:25.051899,https://drive.google.com/file/d/1hV28b1kbfReC6WMNshcbjLZe3IrBwmOK/view?usp=sharing,BASIC
Proud,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051898,2025-07-02T14:53:25.051900,,EMOTIONS AND REACTIONS
Ashamed,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051899,2025-07-02T14:53:25.051901,,EMOTIONS AND REACTIONS
Jealous,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051900,2025-07-02T14:53:25.051902,,EMOTIONS AND REACTIONS
Curious,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051901,2025-07-02T14:53:25.051903,,EMOTIONS AND REACTIONS
Nervous,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051902,2025-07-02T14:53:25.051904,,EMOTIONS AND REACTIONS
Confused,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051903,2025-07-02T14:53:25.051905,,EMOTIONS AND REACTIONS
Embarrassed,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051904,2025-07-02T14:53:25.051906,,EMOTIONS AND REACTIONS
Frustrated,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051905,2025-07-02T14:53:25.051907,,EMOTIONS AND REACTIONS
Tired,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051906,2025-07-02T14:53:25.051908,,EMOTIONS AND REACTIONS
Energetic,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051907,2025-07-02T14:53:25.051909,,EMOTIONS AND REACTIONS
Calm,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051908,2025-07-02T14:53:25.051910,,EMOTIONS AND REACTIONS
Shocked,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051909,2025-07-02T14:53:25.051911,,EMOTIONS AND REACTIONS
Surprised,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051910,2025-07-02T14:53:25.051912,,EMOTIONS AND REACTIONS
Worried,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051911,2025-07-02T14:53:25.051913,,EMOTIONS AND REACTIONS
Annoyed,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051912,2025-07-02T14:53:25.051914,,EMOTIONS AND REACTIONS
Brush,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051913,2025-07-02T14:53:25.051915,,DAILY ACTIONS
Wash,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051914,2025-07-02T14:53:25.051916,,DAILY ACTIONS
Cook,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051915,2025-07-02T14:53:25.051917,,DAILY ACTIONS
Eat Breakfast,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051916,2025-07-02T14:53:25.051918,,DAILY ACTIONS
Eat Lunch,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051917,2025-07-02T14:53:25.051919,,DAILY ACTIONS
Eat Dinner,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051918,2025-07-02T14:53:25.051920,,DAILY ACTIONS
Clean Room,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051919,2025-07-02T14:53:25.051921,,DAILY ACTIONS
Do Homework,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051920,2025-07-02T14:53:25.051922,,DAILY ACTIONS
Take Bath,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051921,2025-07-02T14:53:25.051923,,DAILY ACTIONS
Go to Market,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051922,2025-07-02T14:53:25.051924,,DAILY ACTIONS
Watch TV,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051923,2025-07-02T14:53:25.051925,,DAILY ACTIONS
Read Newspaper,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051924,2025-07-02T14:53:25.051926,,DAILY ACTIONS
Ride Bike,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051925,2025-07-02T14:53:25.051927,,DAILY ACTIONS
Drive,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051926,2025-07-02T14:53:25.051928,,DAILY ACTIONS
Travel,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051927,2025-07-02T14:53:25.051929,,DAILY ACTIONS
Ability,,Sign language gesture for 'Ability',Example sentence using 'Ability'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746111,2025-07-17T18:32:00.746111,https://drive.google.com/file/d/1AkVTDEQ5lGQjBWMg5uckXwVeyYVEvuul/view?usp=sharing,BASIC
Acknowledge,,Sign language gesture for 'Acknowledge',Example sentence using 'Acknowledge'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746135,2025-07-17T18:32:00.746135,https://drive.google.com/file/d/19XPXeD5OtjTQj8844Iav0Sok1PqJjxgO/view?usp=sharing,ADVANCED
Active Listening,,Sign language gesture for 'Active Listening',Example sentence using 'Active Listening'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746098,2025-07-17T18:32:00.746098,https://drive.google.com/file/d/17H7Y5p2fyLVQl6kqD13kofBZjHG7teP_/view?usp=sharing,COMMUNICATION
Activities Of Daily Living,,Sign language gesture for 'Activities Of Daily Living',Example sentence using 'Activities Of Daily Living'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746123,2025-07-17T18:32:00.746123,https://drive.google.com/file/d/1tL0NQp4fxct9M-tIuCWH1VbTnkaseHKQ/view?usp=sharing,BASIC
Additional Help,,Sign language gesture for 'Additional Help',Example sentence using 'Additional Help'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746065,2025-07-17T18:32:00.746065,https://drive.google.com/file/d/1SWFz5SDSlElZnfV8rBxYOhlNbFX9dhBM/view?usp=sharing,BASIC
Address Risk Factors,,Sign language gesture for 'Address Risk Factors',Example sentence using 'Address Risk Factors'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746051,2025-07-17T18:32:00.746051,https://drive.google.com/file/d/1DzRiI6GM-rloNwLzoobYdnpS1VGDYF40/view?usp=sharing,BASIC
Afforestation,,Sign language gesture for 'Afforestation',Example sentence using 'Afforestation'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747515,2025-07-17T18:32:00.747515,https://drive.google.com/file/d/1Fb1kdQ26V5FfJbn6J-J0bfw7jKfe6zOe/view?usp=sharing,SCIENCE AND ACADEMIC
After,,Both hands move forward,Let's meet after work.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051391,2025-07-02T14:53:25.051393,https://drive.google.com/file/d/1HrWQy-3DrGTVnqIbiRe7tuEdbjvrZbiy/view?usp=sharing,BASIC
Aftercare Services,,Sign language gesture for 'Aftercare Services',Example sentence using 'Aftercare Services'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746027,2025-07-17T18:32:00.746027,https://drive.google.com/file/d/1ZOz0PCOjjV0RXC2M2lsMfgC7pGKWcky1/view?usp=sharing,MEDICAL AND HEALTH
Age,,Touch chin then move hand forward,What's your age?,beginner,FALSE,FALSE,2025-07-02T14:53:25.051792,2025-07-02T14:53:25.051795,https://drive.google.com/file/d/1L7ZaO9EUzljY0HNdhznIR15SYgwro2RR/view?usp=sharing,BASIC
Age Regression Childlike Behaviour,,Sign language gesture for 'Age Regression Childlike Behaviour',Example sentence using 'Age Regression Childlike Behaviour'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746020,2025-07-17T18:32:00.746020,https://drive.google.com/file/d/1kg4HCGm9h3AN0kgz2gvM9whzOAwBXccM/view?usp=sharing,BASIC
Agitated,,Sign language gesture for 'Agitated',Example sentence using 'Agitated'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746088,2025-07-17T18:32:00.746088,https://drive.google.com/file/d/1Ed69ASLbK5ZOHvSYPP8FGGbpjPfX9AGl/view?usp=sharing,BASIC
Ahoms,,Sign language gesture for 'Ahoms',Example sentence using 'Ahoms'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747396,2025-07-17T18:32:00.747396,https://drive.google.com/file/d/1NMGXVQY-QyPvgQOK7bu2dX2zvA7VX6Ve/view?usp=sharing,HISTORY AND CULTURE
Air Pressure,,Sign language gesture for 'Air Pressure',Example sentence using 'Air Pressure'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746216,2025-07-17T18:32:00.746216,https://drive.google.com/file/d/1Mhc_ZChw_DHWJ4uCjGbXyCbo9BkiASlM/view?usp=sharing,SCIENCE AND ACADEMIC
Akbar,,Sign language gesture for 'Akbar',Example sentence using 'Akbar'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746988,2025-07-17T18:32:00.746988,https://drive.google.com/file/d/1-BOqE13swceVAX2JsTcdZqGbOd0NCQpH/view?usp=sharing,HISTORY AND CULTURE
Alcohol And Drug Dependence,,Sign language gesture for 'Alcohol And Drug Dependence',Example sentence using 'Alcohol And Drug Dependence'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.746074,2025-07-17T18:32:00.746074,https://drive.google.com/file/d/1SsT5lGhmnwkCvwppTN6UatxR_E8km_Lq/view?usp=sharing,MEDICAL AND HEALTH
All,,Gesture representing 'All' in ISL,Use the sign for 'All' in a sentence like: 'I want to all.',beginner,FALSE,FALSE,2025-07-02T14:53:25.051876,2025-07-02T14:53:25.051878,https://drive.google.com/file/d/1IxXgWgOzeTw0hz_TDwkGjWnCwZoC_9_T/view?usp=sharing,BASIC
Alone,,Sign language gesture for 'Alone',Example sentence using 'Alone'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.746007,2025-07-17T18:32:00.746007,https://drive.google.com/file/d/1FU-o3hv4YpJlMzwufauPUDk5ATuiVbWA/view?usp=sharing,GENERAL
Altered Mental Status,,Sign language gesture for 'Altered Mental Status',Example sentence using 'Altered Mental Status'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745997,2025-07-17T18:32:00.745997,https://drive.google.com/file/d/1sWNCrdWBkJXPTO5fd6KH2eQrjI7GFUvy/view?usp=sharing,MEDICAL AND HEALTH
Altitude,,Sign language gesture for 'Altitude',Example sentence using 'Altitude'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.746208,2025-07-17T18:32:00.746208,https://drive.google.com/file/d/1y_TumyX8ov1aveEwxJOOjzzl4eLvk8gK/view?usp=sharing,BASIC
Alzheimers Disease,,Sign language gesture for 'Alzheimers Disease',Example sentence using 'Alzheimers Disease'.,advanced,FALSE,FALSE,2025-07-17T18:32:00.745990,2025-07-17T18:32:00.745990,https://drive.google.com/file/d/1Ou5VogYYqFO_NMhwL02O5xG2BNlOqzJ-/view?usp=sharing,MEDICAL AND HEALTH
Ancient India,,Sign language gesture for 'Ancient India',Example sentence using 'Ancient India'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747710,2025-07-17T18:32:00.747710,https://drive.google.com/file/d/1jfT8FutwiBZBpH-cf4wrD7LxuYw9c7cQ/view?usp=sharing,HISTORY AND CULTURE
Angry,,Make claws near face and pull them down,He is angry about the delay.,beginner,FALSE,FALSE,2025-07-02T14:53:25.051300,2025-07-02T14:53:25.051302,https://drive.google.com/file/d/1O6VR1BxmvY9CfGlngROYb5HdYlUedf_1/view?usp=sharing,BASIC
Annoyed,,,,intermediate,FALSE,FALSE,2025-07-02T14:53:25.051912,2025-07-02T14:53:25.051914,,EMOTIONS AND REACTIONS
Anorexia Nervosa,,Sign language gesture for 'Anorexia Nervosa',Example sentence using 'Anorexia Nervosa'.,beginner,FALSE,FALSE,2025-07-17T18:32:00.745983,2025-07-17T18:32:00.745983,https://drive.google.com/file/d/1KuIkkrP656uqjAwZ6j-VVVlJ_yQWkPFv/view?usp=sharing,BASIC
Apathy,,Sign language gesture for 'Apathy',Example sentence using 'Apathy'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.745972,2025-07-17T18:32:00.745972,https://drive.google.com/file/d/1cmoSkwK5upeRBm577L-5bjV4tEm2gRv8/view?usp=sharing,EMOTIONS AND REACTIONS
Arable Land,,Sign language gesture for 'Arable Land',Example sentence using 'Arable Land'.,intermediate,FALSE,FALSE,2025-07-17T18:32:00.747263,2025-07-17T18:32:00.747263,https://drive.google.com/file/d/1VuPUAAB9pyc48fx_2J729ZdkoKLRE_wQ/view?usp=sharing,SCIENCE AND ACADEMIC
